Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s2329_g47327	Durusdinium_trenchii_CCMP2556_v1___s2329_g47327	0	33.259	0	8	9	13	0	1	1276	138.2	5.49	19.08	9	4	1025.6	104.7	86.9	128.7	72.3	109.8	279.2	108.2		1.17	11.13	11.74	0.87	16.27	87.21	28.25	1025.6		103.8	105.5	94	80.3	139.8	118.4	71.8	72.7	123.3	97.9	136	573.3	88.4	132.5	1		3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	Not Found	Not Found	High	High	Not Found	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g38992.t1	Montipora_capitata_KBHIv3___RNAseq.g38992.t1	0	19.542	0	22	3	6	3	3	184	21.3	4.56	10.56	3	0		97.8	91.5	91.9	86.7	78.9	63.6	88.6		1.65	3.52	3.17	25.73	30.4	29.35	8.26			98.9	96.7	93.8	89.3	89.9	94	104.2	72.1	63.4	98.2	78.5	51.5	93.9	83.5			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49320.t2	Montipora_capitata_KBHIv3___RNAseq.g49320.t2	0	25.811	0	16	8	9	8	8	591	68	6.06	10.75	8	0	186.2	343.3	367	315.9	279.8	358.4	276.8	310.7		4.06	0.74	10.09	8.84	1.56	11.98	1.1		186.2	353.3	333.6	365	368.9	294.1	339.3	297.9	262.9	362.4	354.5	254.3	301.4	308.3	313.2		2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14859.t1	Montipora_capitata_KBHIv3___RNAseq.g14859.t1	0	11.044	0	4	4	5	2	2	1265	146.2	5.78	6.38	4	1	30.7	171.8	222.3	188.7	197.2	157.2	135	154.6	92.54	0.66	10.21	7.4	1.28	2.28	31.22	4.1	14	67.1	171	172.6	239	206.8	179.1	198.9	199	195.4	159.7	154.7	168.9	107.8	150.1	159.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	Not Found	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34966.t1	Montipora_capitata_KBHIv3___RNAseq.g34966.t1	0	14.26	0	14	3	3	3	3	257	30.2	5.63	7.75	3	0	1145.3	198.8	249.8	225.9	241.5	192	222.8	190.2		20.18	0.1	0.64	3.37	12.28	8.38	3.54	1145.3		172.2	229.5	250	249.7	224.9	226.9	247.3	235.8	209.4	176	210	236.4	185.5	195	1		2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7011.t1	Montipora_capitata_KBHIv3___RNAseq.g7011.t1	0	9.348	0	6	3	3	1	1	530	60.5	5.59	0	3	1	44	29.2	30.9	23.5	21.7	21.9	19.9	31		9.19	12.45	1.97	13.71	26.87	41.23	0.04	44		31.2	27.4	33.8	28.3	23.2	23.9	23.9	19.7	18	26.5	26.9	14.8	31	31	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g402.t1	Montipora_capitata_KBHIv3___RNAseq.g402.t1	0	23.941	0	11	5	7	5	5	660	73.8	5.5	5.44	5	0		71.9	36.9	52.8	66.7	62.8	76.2	59.8		0.56	8.29	20.32	8.01	14.66	0.65	41.33			71.6	72.1	34.8	39.2	61	45.7	70.6	63.1	56.6	69.7	75.9	76.6	44.3	80.9			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g49733.t1	Montipora_capitata_KBHIv3___TS.g49733.t1	0	23.949	0	26	7	18	5	6	251	27.4	9.14	16.11	7	1	751.7	663.8	669.3	653.5	686.8	650.5	592.1	694.6		2.4	8.61	1.91	4.61	2.19	0.37	3.02		751.7	675.2	652.6	711.3	629.7	644.7	662.4	709.5	664.8	640.5	660.7	590.6	593.7	679.9	709.5		2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000354174.10	Cladocopium_goreaui_v3___evm.model.scf7180000354174.10	0.002	3.297	12	1	1	1	0	1	4945	551.8	8.34	0	1	0		36.5	25.4	41.8	25	27.8	54.8	32.5		28.34	28.25	8.31	16.16	20.25	72.05	43.4			29.8	44.7	31.1	20.8	39.4	44.4	22.3	28	32.1	24.1	31.2	96.1	23.6	44.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13120.t1	Montipora_capitata_KBHIv3___RNAseq.g13120.t1	0.004	2.579	23	2	1	1	1	1	757	88.1	4.98	0	1	0		65.3	65.9	96.6	59	64.4	64.2	57.7		28.72	3.21	5.66	1.59	11.55	29.76	12.33			80.2	53.1	64.5	67.4	100.5	92.8	58.3	59.7	59.3	69.9	51.9	79.5	63	52.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47069.t1	Montipora_capitata_KBHIv3___RNAseq.g47069.t1	0.003	2.801	15	3	1	1	1	1	457	52.5	5.08	0	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g5231.t2	Montipora_capitata_KBHIv3___TS.g5231.t2	0	66.176	0	18	20	26	20	20	1403	156.5	8.84	22.51	20	0	1188.7	594.9	756.8	626	687.1	546.1	469.4	491.8	31.81	17.32	29.62	21.35	8.37	13.07	71.69	33.79	1494.4	945.6	672.8	526	611.9	936.1	728.9	537.7	647.6	729.1	497.8	599.2	820.7	268.5	627.4	385.4	1	3	10	10	10	10	10	10	10	10	10	10	10	10	10	10	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g40633.t1	Montipora_capitata_KBHIv3___TS.g40633.t1	0	20.709	0	24	7	9	7	7	7918	849.6	5.22	6.79	7	0	572.8	404.9	373.1	508.6	556.2	338.6	467.5	455.4		22.8	26.33	8.29	1.69	22.49	8.01	3.06		572.8	344.1	476.4	450.4	309	479.7	539.4	562.9	549.6	288.4	397.5	494.7	441.7	465.3	445.6		3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15277.t1	Montipora_capitata_KBHIv3___RNAseq.g15277.t1	0	12.181	0	18	3	3	3	3	277	30.9	8.92	5.72	3	0		18.7	17.2	14.1	15.8	12.6	19	30.1		20.7	18.12	15.4	6	32.41	57.32	38.5			16.2	21.7	19.6	15.1	15.7	12.7	16.5	15.1	9.9	15.9	29.1	12.3	39.8	22.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g15219.t1	Montipora_capitata_KBHIv3___TS.g15219.t1	0	6.083	0	5	2	2	2	2	490	56.1	6.8	0	2	0																																																	Not Found	Not Found	Not Found	High	High	High	Not Found	High	High	Not Found	High	Not Found	Not Found	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14848.t1	Montipora_capitata_KBHIv3___RNAseq.g14848.t1	0	8.055	0	14	4	4	4	4	393	46.5	5.19	2.88	4	0	1217.3	97.7	75.6	99.7	61.9	74.9	80.8	84.1		8.31	7.24	8.65	4.8	9.67	41.96	4	1217.3		92.2	103.7	79.6	71.8	106	93.8	59.8	64	69.9	80.2	59.5	109.7	81.7	86.5	1		2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19968.t1	Montipora_capitata_KBHIv3___RNAseq.g19968.t1	0	15.922	0	11	5	5	5	5	486	54.3	8.51	5.92	5	0	103.2	117.4	131.9	124.8	137.6	112.9	112.3	134.5		11.44	15.76	1.31	6.55	9.83	15.19	18.07		103.2	127.3	108.2	118	147.6	125.9	123.6	131.4	144.2	105.3	121	125.1	100.8	153	118.3		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15992.t1	Montipora_capitata_KBHIv3___RNAseq.g15992.t1	0	4.732	1	8	1	1	1	1	157	17.3	6.99	3.9	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	High	Not Found	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24678.t1	Montipora_capitata_KBHIv3___RNAseq.g24678.t1	0	24.66	0	8	5	6	5	5	833	95.1	5.81	8.82	5	0		60.5	74.7	85.1	76.2	49.9	48.1	61.7		11.73	2.37	10.82	2.65	8.75	8.42	15.8			65.7	55.6	76	73.5	78.8	91.8	77.6	74.8	46.9	53.1	51.1	45.4	69	55.1			2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g466.t1b	Montipora_capitata_KBHIv3___RNAseq.g466.t1b	0	8.379	0	8	2	2	2	2	431	48.9	6.65	3.85	2	0	314.7	45.3	43.5	43.7	62.2	50.8	93.7	31.1		0.91	11.77	2.13	7.35	25.27	40.89	10.75	314.7		45.5	45	40.1	47.3	44.3	43	59	65.5	60.8	42.4	69.6	126.2	28.8	33.6	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g42553.t1	Montipora_capitata_KBHIv3___TS.g42553.t1	0	3.778	1	8	1	1	0	1	198	21.7	7.72	2.55	1	0		26.6	39.9	30.1	47.2	30	45.8	44.6		16.95	28.63	37.39	20.65	50.89	54.72	57.46			23.6	30	32.5	49.1	39.4	22.9	40.7	54.6	20.6	43.8	68.8	30.4	68.7	29			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g34467.t1	Montipora_capitata_KBHIv3___TS.g34467.t1	0	6.842	0	5	3	3	3	3	536	57.8	5.62	0	3	0	591.3	398.9	326	334.1	315.2	390.2	410.9	395.2		10.46	2.61	0.69	2.07	4.99	13.48	11.15		591.3	370.4	429.6	320	332	332.5	335.8	319.8	310.6	404.2	376.7	452.2	373.5	365.2	427.7		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34977.t1	Montipora_capitata_KBHIv3___RNAseq.g34977.t1	0	3.958	1	4	1	1	1	1	322	36.3	8.5	2.09	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20112.t1	Montipora_capitata_KBHIv3___RNAseq.g20112.t1	0	12.305	0	10	1	2	1	1	152	17.8	7.97	5.13	1	0		49.4	50.2	52.1	47.2	46.6	38.8	47.6		3.29	12.04	20.62	3.65	17.1	42.73	8.73			48.3	50.5	46.1	54.7	60.3	45	48.5	46	41.2	52.6	52.9	28.4	50.6	44.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39971.t1	Montipora_capitata_KBHIv3___RNAseq.g39971.t1	0	3.865	1	0	1	1	1	1	3798	423.8	6.06	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27914.t1	Montipora_capitata_KBHIv3___RNAseq.g27914.t1	0	10.036	0	8	2	2	2	2	356	39.1	9.2	2.29	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42678.t1	Montipora_capitata_KBHIv3___RNAseq.g42678.t1	0	8.317	0	11	3	3	3	3	285	31.5	7.31	3.14	3	0	329.4	243.1	282.1	250.1	355.5	160.8	209	294.9		26.96	42.39	30.34	3.33	31.38	61.18	35.4		329.4	294.9	200.5	207.1	384.4	311	201.1	347.2	363.9	128.3	201.5	332	131.5	380.9	228.4		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19100.t1	Montipora_capitata_KBHIv3___RNAseq.g19100.t1	0	29.255	0	9	7	8	6	6	823	92.5	8.25	9.11	7	0	1288.7	748.3	651.1	675.9	613	571.5	542.6	759.6		1.68	5.94	1.44	11.15	16.07	9.9	7.56		1288.7	739.5	757.2	679	624.2	669	682.8	663.4	566.4	509.9	640.6	505.9	582.1	801.3	720		3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g5339.t1	Montipora_capitata_KBHIv3___TS.g5339.t1	0	21.643	0	11	5	6	4	5	575	63.4	9.66	10.76	5	0		48.1	32.9	37.8	37.5	43.1	37.2	34.9		7.86	12.79	13.11	2.05	2.22	20.86	11.6			45.5	50.8	30.1	36.1	41.5	34.5	37	38	43.8	42.5	32	43.1	32.2	37.9			2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47558.t1	Montipora_capitata_KBHIv3___RNAseq.g47558.t1	0	4.823	1	7	2	2	0	1	399	44.3	5.12	1.81	2	0		65.6	69.8	62.9	85.8	54.7	74.5	52.8		32.89	13	5.43	6.67	8.01	27.22	28.98			51.8	83.2	76.6	63.7	65.3	60.5	81.8	89.9	51.7	57.9	90.5	61.3	65.1	42.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7323.t1	Montipora_capitata_KBHIv3___RNAseq.g7323.t1	0.003	2.62	16	9	1	1	1	1	121	14.3	9.54	1.97	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15840.t1	Montipora_capitata_KBHIv3___RNAseq.g15840.t1	0	10.887	0	6	2	2	2	2	508	55.5	8.1	4.45	2	0	174.5	121.4	146.1	123	111.3	149	135.2	118.8		3.46	7.32	1.84	3.12	45.5	6.15	6.4		174.5	118.5	124.4	153.8	138.7	121.4	124.6	108.9	113.8	207.9	106.7	129.4	141.2	124.3	113.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g1082.t1	Montipora_capitata_KBHIv3___RNAseq.g1082.t1	0	21.182	0	11	8	9	8	8	842	93.4	5.36	4.46	8	0		154.4	193.1	124.1	197.3	198.5	226.5	134.3		16.54	2.24	8.81	6.96	13.52	4.68	22.7			173.7	137.3	190	196.2	116.6	132.1	187.8	207.3	218.5	180.3	219.1	234.1	114.2	157.9			3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27545.t1	Montipora_capitata_KBHIv3___RNAseq.g27545.t1	0.004	2.298	25	1	1	1	0	1	1223	139.7	10.51	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g25029.t1	Montipora_capitata_KBHIv3___RNAseq.g25029.t1	0	167.317	0	22	35	57	35	35	2412	259.2	5.66	111.35	35	0	122.5	1325	1490.8	1284.2	1867.1	1369.5	1886.2	1766.3	137.26	14.46	46.27	1.27	6.69	29.01	15.79	29.55	15	1002.3	1468.2	1195.8	2093.7	1061.5	1272.7	1295.8	1780.8	1957.7	1112.2	1686.3	1686.1	2110	2183.6	1428.7	1	6	19	19	19	19	19	19	19	19	19	19	19	19	19	19	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44466.t1	Montipora_capitata_KBHIv3___RNAseq.g44466.t1	0	7.029	0	6	4	4	4	4	620	69.2	5.88	1.94	4	0		181	199.9	173.9	188	185.2	197.8	153		7.89	2.75	7.45	6.16	1.09	12.55	20.88			171.2	191.4	196	203.8	164.9	183.3	196.3	179.9	183.8	186.6	216.2	180.9	131.9	177.6			2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g11897.t1	Montipora_capitata_KBHIv3___TS.g11897.t1	0	53.967	0	41	8	26	3	3	263	29	5.83	50.48	8	6	741.1	639.5	605.1	757.4	926.7	543.1	831.6	782.3	101.45	8.33	8.32	6.27	2.38	8.46	44.26	8.28	1826.9	300.7	678.3	602.9	570.5	641.8	791.7	724.5	911.2	942.4	576.6	511.5	601.5	1149.6	829.5	737.8	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23544.t1	Montipora_capitata_KBHIv3___RNAseq.g23544.t1	0	18.275	0	32	5	6	5	5	197	22.8	7.18	11.56	5	0	282.7	383.8	384.1	414.1	463.5	355.4	386.5	471.6		6.09	15.02	3.35	11.13	27.42	8.86	1.71		282.7	400.7	367.6	345.3	427.4	424.1	404.4	428.3	501.5	292	432.5	362.9	411.5	477.4	466		2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39792.t1	Montipora_capitata_KBHIv3___RNAseq.g39792.t1	0	15.272	0	20	4	4	4	4	144	16.5	5.54	2.5	4	0		149.4	140.3	68.7	118.1	119.6	62.3	123.8		13.93	31.28	28.59	44.41	6.45	54.23	5.76			164.9	135.4	175.6	112	56	84.3	163.5	85.3	114.2	125.1	93.3	41.6	118.8	128.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27297.t1	Montipora_capitata_KBHIv3___RNAseq.g27297.t1	0	10.166	0	7	3	4	3	3	478	51.2	9.22	1.75	3	0		189.2	304.4	217.2	231	151.2	141.3	315.3		2.54	32.62	2.44	14.07	86.05	54.24	13.44			185.8	192.6	240.7	385.1	221	213.5	255.2	209	74.6	306.4	211.7	94.3	346.8	286.6			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s2045_g45554	Durusdinium_trenchii_CCMP2556_v1___s2045_g45554	0	15.081	0	10	3	3	0	3	432	49.1	5.03	2.83	3	0	729.9	269	195.8	406.8	55.9	185.9	287.2	225.8		7.09	4.74	3.34	37.9	20.15	81.6	39.83		729.9	282.8	255.8	189.4	202.5	416.5	397.2	73.5	42.4	214.5	161	148.7	554.5	169	301.6		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g38148.t1	Montipora_capitata_KBHIv3___RNAseq.g38148.t1	0	27.306	0	18	7	7	7	7	488	52.8	7.68	10.02	7	0		366.7	514.5	446.6	559.4	343.9	392.7	358.4		6.3	8.71	7.41	2.09	3.15	4.86	9.13			383.4	350.7	547.2	483.7	423.8	470.7	551.2	567.7	336.3	351.7	406.5	379.4	382.3	335.9			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6714.t1	Montipora_capitata_KBHIv3___RNAseq.g6714.t1	0	6.242	0	1	1	1	0	1	3167	355.4	8.37	0	1	0		24.1	15	18.8	14.2	23.7	19.7	15.1		13.1	11.55	14.1	5.07	25.86	4.67	42.94			26.5	22	13.8	16.3	20.8	17	14.8	13.7	19.7	28.5	20.4	19.1	11	20.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g620.t1	Montipora_capitata_KBHIv3___RNAseq.g620.t1	0	4.761	1	14	2	3	2	2	124	14.2	7.75	3.87	2	0	126.3	156.3	166.3	153.8	141.2	115.5	117.5	154.9		37.37	30.16	26.81	0.72	52.58	58.11	43.5	126.3		204.8	119.2	133.9	206.5	186.4	127	142	140.5	78.1	170.6	181.9	75.9	212.8	112.7	1		2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6993.t1	Montipora_capitata_KBHIv3___RNAseq.g6993.t1	0	7.777	0	4	3	4	1	1	862	97.9	9.19	2.12	3	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g32844.t1	Montipora_capitata_KBHIv3___TS.g32844.t1	0	8.139	0	15	1	1	1	1	135	15.1	6.67	3.41	1	0	302.9	16.1	19.3	17.8	22.7	22.5	17.8	17.1		28.27	29.44	1.18	3.54	9.58	39.73	0.83		302.9	13.1	19.7	15.6	23.8	17.9	17.6	22.1	23.3	24.1	21.1	23.7	13.3	17.2	17		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
