Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g49325.t1	Montipora_capitata_KBHIv3___RNAseq.g49325.t1	0.023	FALSE	1.285	2	1	1	1	453	49.5	7.68	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g32749.t2	Montipora_capitata_KBHIv3___TS.g32749.t2	0	FALSE	10.018	17	2	2	2	153	17	5.2	6.21	2	0		277	15.7	8.7	16.7	26.5	18.6	11.6	13.4	24.8	16.4	12.6	19.1	5.4	21	11.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13326.t2	Montipora_capitata_KBHIv3___RNAseq.g13326.t2	0	FALSE	7.194	7	3	3	3	531	60.3	5.57	2.49	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11722.t1	Montipora_capitata_KBHIv3___RNAseq.g11722.t1	0.002	FALSE	2.591	2	1	1	1	355	40.1	6.02	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4146.t2	Montipora_capitata_KBHIv3___TS.g4146.t2	0.001	FALSE	4.718	3	2	2	2	502	54.9	8.82	2	2	0			51.3	54.5	51.2	60.3	71	56.5	37.3	40.9	40.8	44.6	30.2	40.1	72.6	51.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g45646.t2	Montipora_capitata_KBHIv3___TS.g45646.t2	0	FALSE	34.657	18	8	9	8	802	88	7.06	11.13	8	0	19.8		211.8	187.9	217.1	206.7	197.6	207.2	247.9	282.6	201.5	229.7	254.7	246.8	221.8	204.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g810.t1	Montipora_capitata_KBHIv3___RNAseq.g810.t1	0.001	FALSE	4.545	16	2	2	2	177	19.7	5.53	0	2	0	373.8		122.2	121.3	98.4	98.9	122.4	102.1	99.9	85.9	106	121.2	105.5	65.1	95.5	112.7	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g38178.t1	Montipora_capitata_KBHIv3___TS.g38178.t1	0.002	FALSE	2.765	1	1	2	1	975	108.8	6.52	0	1	0		989.5	156.2	115.7	126.2	142.2	174.9	173	82.1	85.7	86.3	125.8	87.1	223.2	144.9	174.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24311.t1	Montipora_capitata_KBHIv3___RNAseq.g24311.t1	0	FALSE	7.188	3	2	2	2	650	70.9	6.58	5.16	2	0			172	270.1	186.7	215.9	252.5	223	302.8	361.6	168.9	243.3	280.8	215.8	379.2	268.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41738.t1	Montipora_capitata_KBHIv3___RNAseq.g41738.t1	0.001	FALSE	3.907	2	1	1	1	761	86.4	5.1	1.88	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34011.t2	Montipora_capitata_KBHIv3___RNAseq.g34011.t2	0.008	FALSE	1.856	1	1	1	1	644	72.9	6.92	0	1	0																	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26488.t1	Montipora_capitata_KBHIv3___RNAseq.g26488.t1	0	FALSE	7.349	15	2	2	2	172	18.4	9.13	1.91	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43668.t1	Montipora_capitata_KBHIv3___RNAseq.g43668.t1	0	FALSE	28.067	3	9	9	9	3578	398.1	6.13	12.79	9	0		653.8	164.1	159.6	262.7	255.3	280	241.6	268.8	275.2	149.1	166.2	175.4	163.1	254	183.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18337.t1	Montipora_capitata_KBHIv3___RNAseq.g18337.t1	0	FALSE	10.71	10	4	4	4	419	48.2	9.14	2.67	4	0			477.5	472.8	463	441.4	541.4	452.2	571.2	568.4	533.2	457.6	597.8	921.6	571.8	514.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g25611.t1	Montipora_capitata_KBHIv3___RNAseq.g25611.t1	0.001	FALSE	2.927	3	2	2	2	661	74.1	6.67	1.63	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8760.t1	Montipora_capitata_KBHIv3___RNAseq.g8760.t1	0	FALSE	19.024	4	5	5	5	1816	204.9	5.73	0	5	0		82.8	165.7	170.1	247.2	238.1	221.7	225.9	201.6	248.2	167.6	166.8	198.6	207.3	223	149.4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2901.t1	Montipora_capitata_KBHIv3___RNAseq.g2901.t1	0.002	FALSE	3.117	2	1	1	1	587	63	6.71	0	1	0		494.1	45.6	41.8	44.7	45.4	50.1	52.5	33.3	27.8	29.2	35.5	28.4	50.8	39	45.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14643.t1	Montipora_capitata_KBHIv3___RNAseq.g14643.t1	0	FALSE	12.577	28	2	2	1	110	12.4	9.23	5.22	2	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g14932.t1	Montipora_capitata_KBHIv3___TS.g14932.t1	0	FALSE	170.983	6	59	64	37	12095	1323.9	5.26	39.57	59	14	1928.5	1582.9	1693	1877.8	1732.7	1672.7	2047.9	2184.2	1871.5	1889	1778.5	1586.7	1214.2	1115.8	1757.1	1538.5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.20218_t	Montipora_capitata_KBHIv3___RNAseq.20218_t	0	FALSE	21.117	10	6	8	1	694	77.5	6.38	0	6	1			102.5	119.1	145	142.7	121.9	107.8	99.6	108.9	75.7	114.7	89.5	47.1	117.9	108.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37477.t1	Montipora_capitata_KBHIv3___RNAseq.g37477.t1	0.014	FALSE	1.6	4	1	2	1	354	39.2	6.27	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g18615.t1	Montipora_capitata_KBHIv3___TS.g18615.t1	0	FALSE	14.999	11	3	3	3	417	46	7.01	5.11	3	0			91.5	78.3	104.4	148.5	87	64	210.6	214	5.4	113.2	186.2	11.9	67.2	35.3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40835.t1	Montipora_capitata_KBHIv3___RNAseq.g40835.t1	0.001	FALSE	3.837	13	2	2	2	163	18	7.46	0	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3276.t1	Montipora_capitata_KBHIv3___RNAseq.g3276.t1	0	FALSE	5.692	10	2	2	2	116	13.7	7.99	4.71	2	0		553.4	195.4	166.1	190.8	163.4	230.6	214.8	250.3	196.2	259.4	139.3	189.2	138.6	207.7	216.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23453.t1	Montipora_capitata_KBHIv3___RNAseq.g23453.t1	0	FALSE	6.61	3	3	3	3	872	95.7	8.18	0	3	0			44.1	37.8	35.4	40.4	42.7	43.7	42.9	36.7	60.5	43.7	44.7	49.4	74.6	58.3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26036.t1	Montipora_capitata_KBHIv3___RNAseq.g26036.t1	0	FALSE	44.952	14	13	15	13	1174	134.2	6.83	12.18	13	0		1076.7	631.9	634.5	776.8	652	739.2	766.9	688.9	791.4	624.2	597.4	511.5	563.4	661.9	496.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40803.t1	Montipora_capitata_KBHIv3___RNAseq.g40803.t1	0	FALSE	13.943	4	3	3	3	1038	119.4	8.12	2.07	3	0	766.8		62.3	73.3	64.3	62.5	82.9	72	59.9	45.4	68.6	61.5	50.1	40.8	56.8	59.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47830.t2	Montipora_capitata_KBHIv3___TS.g47830.t2	0	FALSE	33.185	23	9	12	9	456	49.6	8.22	6.64	9	0	1456.3	393.3	517.9	358.1	334.7	417	382.2	389.9	295.5	308.8	256.4	362	368.3	340.9	327	436	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g49104.t1	Montipora_capitata_KBHIv3___TS.g49104.t1	0	FALSE	26.532	16	7	8	7	552	59.1	6.65	5.44	7	0		2154.8	710.3	848.8	741.1	747.8	639.4	718.5	808.9	851.9	797.6	677.4	869.8	786.4	672.2	749.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47836.t1	Montipora_capitata_KBHIv3___TS.g47836.t1	0	FALSE	9.189	8	2	2	2	285	33.1	7.23	2.63	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20201.t1	Montipora_capitata_KBHIv3___RNAseq.g20201.t1	0	FALSE	75.602	58	12	47	12	233	26.7	6.3	44.2	12	0	2716.4	3510.3	3149.5	3149.2	3699.7	3801	2620.5	2901.1	3813	4131.1	3637.2	3733.2	3621.4	3115.1	3664.1	3245.1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g17943.t1	Montipora_capitata_KBHIv3___TS.g17943.t1	0	FALSE	36.513	14	7	21	4	836	94.5	9.19	18.53	7	0	1096.5		157.5	138.6	237	160.5	116.1	106.4	278.5	275.3	120.9	213.9	271.6	70.8	156.9	148.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g48226.t1	Montipora_capitata_KBHIv3___RNAseq.g48226.t1	0.028	FALSE	1.206	1	1	1	1	1233	141.2	7.02	1.94	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	Not Found	High	High	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11700.t1	Montipora_capitata_KBHIv3___RNAseq.g11700.t1	0	FALSE	14.818	14	4	5	4	315	35.8	4.97	4.76	4	0			82	85.6	99.1	82.7	79	77.6	66.5	85.2	89.3	62.9	73.5	84	79.5	66.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41190.t1	Montipora_capitata_KBHIv3___RNAseq.g41190.t1	0.002	FALSE	2.372	5	1	1	1	157	18	7.06	1.72	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g21612.t2	Montipora_capitata_KBHIv3___TS.g21612.t2	0	FALSE	18.529	13	5	5	5	494	53.1	8.59	7.89	5	0			186.9	170.1	227.6	206.7	164.9	182.3	232.6	204.5	210.5	170.4	211.6	246.2	150.6	187.5	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27000.t1	Montipora_capitata_KBHIv3___RNAseq.g27000.t1	0	FALSE	10.542	35	2	3	2	82	9.1	9.83	4.91	2	0		215.1	274.1	390.8	239.2	219.3	206.7	201	363.5	396.4	265.5	370.9	370.7	231.7	279.8	260.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15992.t1	Montipora_capitata_KBHIv3___RNAseq.g15992.t1	0	FALSE	5.789	8	1	1	1	157	17.3	6.99	3.9	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	High	High	Not Found	Not Found	High	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24678.t1	Montipora_capitata_KBHIv3___RNAseq.g24678.t1	0	FALSE	31.215	10	7	8	7	833	95.1	5.81	11.11	7	0		19	200.8	177.9	262.1	221.9	215.4	253.5	216.6	162.8	120.2	129.2	110.8	121.5	221.1	156	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g466.t1b	Montipora_capitata_KBHIv3___RNAseq.g466.t1b	0	FALSE	9.689	8	2	2	2	431	48.9	6.65	3.85	2	0	315.7		45.2	44.8	39.5	46.8	44.6	43	57.6	63.8	60.5	42	68.7	130.9	28.4	33.6	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g42553.t1	Montipora_capitata_KBHIv3___TS.g42553.t1	0	FALSE	4.928	8	1	1	1	198	21.7	7.72	2.55	1	0			23.4	29.9	32.1	48.5	39.7	22.9	39.7	53.2	20.5	43.4	68	31.6	67.7	29.1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g34467.t1	Montipora_capitata_KBHIv3___TS.g34467.t1	0	FALSE	9.169	7	4	4	4	536	57.8	5.62	0	4	0		602.7	367.4	427.8	316	328.5	334.9	335.8	312.1	302.6	401.9	373	446.3	387.4	359.7	428.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34977.t1	Montipora_capitata_KBHIv3___RNAseq.g34977.t1	0.001	FALSE	4.599	4	1	1	1	322	36.3	8.5	2.09	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20112.t1	Montipora_capitata_KBHIv3___RNAseq.g20112.t1	0	FALSE	13.958	10	1	2	1	152	17.8	7.97	5.13	1	0			47.9	50.3	45.5	54.1	60.8	45	47.3	44.8	41	52.1	52.3	29.4	49.8	44.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g13284.t2	Montipora_capitata_KBHIv3___RNAseq.g13284.t2	0	FALSE	5.507	4	3	3	3	714	80.3	5.27	2.07	3	0			121.8	122.8	215.3	204.3	167.9	185.6	168.7	122.7	130.8	114.1	105.4	145.6	129.4	132.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g39971.t1	Montipora_capitata_KBHIv3___RNAseq.g39971.t1	0.001	FALSE	4.484	0	1	1	1	3798	423.8	6.06	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41745.t1	Montipora_capitata_KBHIv3___RNAseq.g41745.t1	0.007	FALSE	1.912	2	1	1	1	960	106.3	5.5	0	1	0																	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9255.t1	Montipora_capitata_KBHIv3___RNAseq.g9255.t1	0	FALSE	5.723	4	1	2	1	225	24	5	3.38	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7734.t1	Montipora_capitata_KBHIv3___RNAseq.g7734.t1	0	FALSE	22.477	24	3	5	3	217	24.1	7.33	14.85	3	0			34.8	49.5	39	25.3	40.1	83.1	31.3	35.6	195.9	42.4	54	470.3	47.4	51.4	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2894.t1	Montipora_capitata_KBHIv3___RNAseq.g2894.t1	0	FALSE	16.963	16	5	6	5	315	35.6	6.79	4.1	5	0		243.8	361.1	374.8	423.8	327.9	184.8	220	361.6	370.1	429.1	448.7	391.4	311.4	386.1	382.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37130.t1	Montipora_capitata_KBHIv3___RNAseq.g37130.t1	0	FALSE	5.637	6	1	1	1	210	23.8	4.09	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	Not Found	High	High	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26479.t1	Montipora_capitata_KBHIv3___RNAseq.g26479.t1	0	FALSE	10.896	19	2	3	2	152	17.4	5.12	4.44	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24458.t1	Montipora_capitata_KBHIv3___RNAseq.g24458.t1	0	FALSE	22.073	6	5	5	4	1049	115.7	6.83	3.88	5	0	1119.5		43.9	54.7	38.2	29.8	48.1	49.5	22	30.9	36.9	41.9	27.5	44.6	42.3	48.5	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27008.t1	Montipora_capitata_KBHIv3___RNAseq.g27008.t1	0.001	FALSE	3.312	6	1	1	1	210	23.9	6.77	2.9	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29061.t1	Montipora_capitata_KBHIv3___RNAseq.g29061.t1	0.006	FALSE	1.924	6	1	1	1	144	15.9	6.15	0	1	0		195.3	67.9	80.6	116.5	101.8	122	119.3	90.1	85.6	63.2	80.3	84.1	230.5	77.4	154.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g32844.t1	Montipora_capitata_KBHIv3___TS.g32844.t1	0	FALSE	14.935	30	2	2	2	135	15.1	6.67	3.41	2	0		308.7	28.3	39.9	29.5	43.1	31.9	32.6	41.4	34.5	34.2	43.2	37.2	23.1	29.2	33	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29462.t1	Montipora_capitata_KBHIv3___RNAseq.g29462.t1	0	FALSE	11.053	9	3	3	2	349	39	8.51	4.65	3	1			47.8	42.9	43.8	60.6	58.8	48.6	38.5	67	21.4	58.9	72	25.9	56.8	45	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19968.t1	Montipora_capitata_KBHIv3___RNAseq.g19968.t1	0	FALSE	24.341	16	7	7	7	486	54.3	8.51	5.92	7	0		105.2	126.2	107.8	116.5	146	126.8	123.6	128.3	140.5	104.7	119.9	123.5	104.6	150.7	118.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g17880.t1	Montipora_capitata_KBHIv3___TS.g17880.t1	0.008	FALSE	1.824	2	1	1	1	794	91.4	8.31	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27297.t1	Montipora_capitata_KBHIv3___RNAseq.g27297.t1	0	FALSE	21.275	13	6	8	6	478	51.2	9.22	1.75	6	0		307.6	310.2	377.8	423.9	665.2	426.6	386.3	439	445	143.3	560.8	388.8	188.6	592	517.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44252.t1	Montipora_capitata_KBHIv3___RNAseq.g44252.t1	0.016	FALSE	1.509	2	1	1	1	571	65.3	6.06	1.77	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g38148.t1	Montipora_capitata_KBHIv3___RNAseq.g38148.t1	0	FALSE	38.269	22	9	10	9	488	52.8	7.68	10.02	9	0			406.5	384	573.5	504.7	452.5	492.8	576.5	587	367.9	371.9	437.7	430.5	402.7	370.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6714.t1	Montipora_capitata_KBHIv3___RNAseq.g6714.t1	0	FALSE	6.82	1	1	1	1	3167	355.4	8.37	0	1	0			26.3	21.9	13.6	16.1	20.9	17	14.4	13.4	19.6	28.3	20.1	19.8	10.9	20.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g620.t1	Montipora_capitata_KBHIv3___RNAseq.g620.t1	0	FALSE	5.695	14	2	3	2	124	14.2	7.75	3.87	2	0	126.7		203.2	118.7	132.2	204.3	187.7	127	138.5	136.9	77.7	169	179.5	78.8	209.6	112.9	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6993.t1	Montipora_capitata_KBHIv3___RNAseq.g6993.t1	0	FALSE	9.844	4	3	4	1	862	97.9	9.19	2.12	3	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19100.t1	Montipora_capitata_KBHIv3___RNAseq.g19100.t1	0	FALSE	34.337	10	8	9	7	823	92.5	8.25	9.11	8	0		1313.4	786.5	811.3	724	673.2	737.1	741.4	693.6	591.6	554.9	685.5	539.4	652.8	856.5	778.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42678.t1	Montipora_capitata_KBHIv3___RNAseq.g42678.t1	0	FALSE	9.826	11	3	3	3	285	31.5	7.31	3.14	3	0		335.7	292.4	199.6	204.5	380.2	313.2	201.1	338.8	354.6	127.6	199.6	327.8	136.4	375.3	228.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18104.t1	Montipora_capitata_KBHIv3___RNAseq.g18104.t1	0.001	FALSE	4.813	7	1	1	1	299	34.4	6.15	0	1	0																	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	High	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42797.t1	Montipora_capitata_KBHIv3___RNAseq.g42797.t1	0.006	FALSE	1.964	7	1	1	1	154	17.2	9.83	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
